URL,Overall_Score,Make fewer HTTP requests,Use a Content Delivery Network (CDN),Avoid empty src or href,Add Expires headers,Compress components with gzip,Put CSS at top,Put JavaScript at bottom,Avoid CSS expressions,Reduce DNS lookups,Minify JavaScript and CSS,Avoid URL redirects,Remove duplicate JavaScript and CSS,Configure entity tags (ETags),Make AJAX cacheable,Use GET for AJAX requests,Reduce the number of DOM elements,Avoid HTTP 404 (Not Found) error,Reduce cookie size,Use cookie-free domains,Avoid AlphaImageLoader filter,Do not scale images in HTML,Make favicon small and cacheable
http://deploy.virtual-labs.ac.in/labs/cse29/exp3/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp3/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp4/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp4/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp4/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp4/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp5/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp5/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp5/index.html,B(83),A(92),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp5/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp6/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp6/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp6/index.html,B(81),D(60),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp6/index.php,B(80),D(68),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp7/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp7/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp7/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp7/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp8/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp8/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp8/index.html,B(82),B(84),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp8/index.php,B(84),A(92),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp9/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp9/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp9/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp9/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp_nav_template.php,A(98),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/exp_template.php,B(87),A(96),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/help/help.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),C(78),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/help/index.html,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(1),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/index.html,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/index.php,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)
http://deploy.virtual-labs.ac.in/labs/cse29/simple_html_dom.php,A(98),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)
