URL,Overall_Score,Make fewer HTTP requests,Use a Content Delivery Network (CDN),Avoid empty src or href,Add Expires headers,Compress components with gzip,Put CSS at top,Put JavaScript at bottom,Avoid CSS expressions,Reduce DNS lookups,Minify JavaScript and CSS,Avoid URL redirects,Remove duplicate JavaScript and CSS,Configure entity tags (ETags),Make AJAX cacheable,Use GET for AJAX requests,Reduce the number of DOM elements,Avoid HTTP 404 (Not Found) error,Reduce cookie size,Use cookie-free domains,Avoid AlphaImageLoader filter,Do not scale images in HTML,Make favicon small and cacheable
http://deploy.virtual-labs.ac.in/labs/bio15/exp12/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp13/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp13/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(95)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp13/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp13/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp1/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp1/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp1/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp1/Simulator/bld.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp1/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp2/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp2/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp2/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp2/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp3/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp3/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp3/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp3/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp4/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp4/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp4/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp4/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp5/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp5/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp5/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp5/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp6/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp6/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp6/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp6/Simulator/continuous-cultivation.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp6/Simulator/cultivation.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp6/Simulator/fed-batch.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp6/Simulator/hairy-root.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp7/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp7/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(95)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp7/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp7/Simulator/animal1.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp7/Simulator/animal2.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp8/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp8/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp8/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp8/Simulator/animal1.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp8/Simulator/animal2.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp9/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp9/default.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp9/index.html,B(83),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/exp9/Simulator/simulator.html,A(97),A(100),A(90),A(100),C(78),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/help.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),C(78),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio15/index.html,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/BiomedicalLab/AbnormalECG/index.html,C(77),F(40),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),B(80),A(100),A(100),F(1),A(100),A(100),A(100),F(20),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/content.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/default.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp10/index.html,B(81),C(72),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),D(60),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp1/index.html,C(77),F(26),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(40),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp2/index.html,B(80),D(69),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),D(60),A(100),A(100),F(0),A(100),A(100),A(100),B(85),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp3/index.html,C(78),F(35),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),D(60),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp4/index.html,C(79),E(51),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),D(60),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp5/index.html,C(79),E(54),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),D(60),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp6/index.html,B(81),D(69),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),C(70),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp8/index.html,C(79),F(43),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),C(70),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/exp9/index.html,C(77),F(26),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/help/help.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),C(78),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/help/index.html,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(1),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/bio16/index.html,B(84),A(96),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/content_alternative.html,A(98),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/content.html,B(87),A(100),F(30),A(100),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(23),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/default.html,A(93),A(100),C(70),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),D(67),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp10/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp10/default.html,A(95),A(100),B(80),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),C(78),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp10/index.html,B(82),B(84),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),B(80),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp10/media/10_a.html,A(94),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp10/media/10_b.html,A(94),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/afpv3.html,A(95),A(100),B(80),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/content.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/default.html,A(98),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/expflash.html,A(95),A(100),B(80),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/flo_exp1.html,A(95),A(100),B(80),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/Fluorescene.html,A(95),A(100),B(80),A(100),D(67),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/index_backup.html,B(84),A(100),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),F(0),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/index.html,B(83),A(92),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),B(80),A(100),A(100),F(0),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/media/1.html,A(94),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/Previous/experiment_v4.html,A(94),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/Previous/experiment_zp.html,A(94),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/Previous/expflash.html,A(95),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(95)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/Previous/index_backup.html,tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/Previous/temp.html,A(94),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(90),A(100),A(100),A(100),A(100),A(90)tt
http://deploy.virtual-labs.ac.in/labs/ccnsb01/exp1/Previous/zeta.html,A(94),A(100),B(80),A(100),E(56),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),A(100),A(90)tt
